cost_price,current_price,price_to_cost_ratio,target_margin,competitor_median_price,competitor_gap_pct,inventory_coverage_days,available_quantity,ema_daily_sales,demand_velocity_ratio,organic_sales_ratio,rolling_avg_sales_7d,day_of_week,month_of_year,is_festival_period,seasonal_multiplier,is_promotional_event_active,category_encoded,tier_encoded,target_price
1010.63,1566.4,1.5499,0.2659,1848.89,18.0343,5.04,102,20.233,0.8222,0.9128,17.955,3,3,1,1.0256,0,7,0,1483.15
4661.12,6897.13,1.4797,0.1267,6300.32,-8.6529,54.96,406,7.387,0.6213,0.7947,8.52,1,9,0,0.9873,0,1,1,5956.79
4448.03,6536.67,1.4696,0.2871,5733.28,-12.2904,22.51,376,16.705,1.0487,0.7725,15.827,6,2,0,0.9873,0,7,0,5607.76
1660.74,2813.36,1.694,0.2503,2318.39,-17.5937,22.01,231,10.493,0.6198,0.7873,7.752,3,5,0,1.0182,0,2,1,2388.86
3469.93,5449.78,1.5706,0.2883,5559.59,2.0149,11.25,354,31.47,0.61,0.7093,33.078,2,7,0,0.9751,0,9,0,4485.8
4177.5,7819.29,1.8718,0.2353,9221.95,17.9386,7.84,145,18.486,1.0782,0.9056,14.383,1,2,0,0.9777,0,6,0,6651.71
2998.4,5677.47,1.8935,0.1727,4849.89,-14.5765,1.04,16,15.455,1.6923,0.8989,16.12,2,1,1,1.0303,0,5,2,4880.79
2883.43,3733.97,1.295,0.2876,3167.65,-15.1668,4.15,158,38.1,0.4485,0.6486,44.492,2,7,0,0.9845,1,4,2,3419.24
1588.34,2010.51,1.2658,0.1551,1827.63,-9.0961,36.34,447,12.299,1.9222,0.7722,15.469,1,5,0,1.0038,0,9,1,1826.59
918.96,1549.22,1.6858,0.1664,1651.72,6.6158,10.18,303,29.758,0.5375,0.8571,22.027,2,7,0,0.9788,0,1,1,1347.7
4537.47,6379.87,1.406,0.2402,6501.89,1.9125,26.67,281,10.535,0.8579,0.4936,9.296,0,1,1,1.0246,1,1,0,5604.27
4551.88,5306.52,1.1658,0.2531,4449.42,-16.1517,7.69,277,36.025,0.8646,0.7932,39.321,4,6,0,1.0039,0,0,2,5765.93
3348.96,6380.92,1.9053,0.2859,6233.65,-2.308,3.92,124,31.631,0.785,0.8531,28.129,1,6,0,0.995,0,8,1,5513.95
2025.63,2720.15,1.3429,0.141,2248.95,-17.3227,4.29,172,40.11,0.8883,0.8033,38.931,3,7,0,0.9642,0,7,1,2329.48
2071.44,4018.37,1.9399,0.2596,4584.0,14.0761,96.18,419,4.356,1.0695,0.8701,3.102,3,12,1,1.0928,0,7,1,3343.98
3766.8,6628.89,1.7598,0.2477,5587.12,-15.7155,28.24,319,11.295,1.8893,0.9364,12.607,4,8,0,1.0177,0,0,0,5587.04
4537.0,8158.68,1.7983,0.1128,8065.01,-1.1481,18.91,162,8.569,0.9039,0.8375,10.539,3,9,0,0.9573,0,4,1,6754.67
4491.89,5934.87,1.3212,0.1774,5959.71,0.4185,19.54,202,10.338,0.6336,0.8387,13.295,4,10,1,1.051,0,5,1,5873.33
4009.44,5409.0,1.3491,0.1566,5474.18,1.2051,78.38,474,6.048,0.586,0.8885,7.247,0,12,1,1.1169,0,1,2,5091.84
3389.14,5399.17,1.5931,0.1609,5634.91,4.3662,16.85,481,28.542,1.173,0.968,20.524,6,5,0,0.9973,0,9,2,4682.08
878.63,1138.95,1.2963,0.2966,1230.79,8.0633,11.2,337,30.078,1.5048,0.7958,32.819,6,4,0,0.9579,0,4,2,1314.07
1227.33,1730.06,1.4096,0.2286,1387.07,-19.8257,3.64,154,42.331,0.7229,0.9044,42.221,3,5,0,0.9552,1,5,0,1481.98
4543.49,6466.5,1.4232,0.2435,5253.16,-18.7634,15.04,323,21.469,1.5813,0.8259,27.11,3,10,1,1.0716,0,8,2,6332.15
3228.93,4151.39,1.2857,0.2953,4336.63,4.4621,14.77,400,27.087,2.9575,0.6681,33.622,0,5,0,0.9725,0,9,2,4813.46
541.39,717.02,1.3244,0.1754,625.85,-12.7143,9.14,453,49.574,1.9342,0.7969,64.091,3,11,1,1.0683,0,0,2,778.39
956.62,1741.31,1.8203,0.2604,1972.45,13.2738,18.07,489,27.06,0.6961,0.844,32.937,3,9,0,0.9691,0,9,2,1461.86
3485.76,4504.01,1.2921,0.1869,4733.73,5.1005,13.54,394,29.105,1.6747,0.7218,29.924,0,7,0,1.0074,1,2,1,4008.62
522.78,613.84,1.1742,0.2739,731.79,19.216,5.22,260,49.8,1.588,0.7365,56.221,5,11,1,1.0438,0,8,0,716.28
1223.64,2061.77,1.685,0.1361,2249.8,9.1202,3.72,185,49.712,1.0321,0.7932,63.572,0,2,0,0.9511,0,0,1,1731.97
2969.3,5877.99,1.9796,0.2895,4915.68,-16.3714,17.27,376,21.777,1.5662,0.7349,22.798,5,2,0,1.0069,1,0,1,4940.66
3613.53,5172.88,1.4315,0.1438,4492.08,-13.161,14.48,465,32.112,1.4628,0.7414,38.663,0,1,1,1.036,0,0,0,4388.2
3433.83,4295.23,1.2509,0.1652,3516.16,-18.138,2.28,56,24.559,1.8658,0.8243,31.076,6,2,0,0.9818,0,6,1,4856.37
1509.21,2467.3,1.6348,0.2512,2705.33,9.647,5.95,216,36.315,1.3356,0.5692,37.852,5,2,0,0.9558,0,4,2,2397.59
3704.81,7114.71,1.9204,0.1788,6052.7,-14.9271,9.73,457,46.981,1.4585,0.7754,37.373,3,5,0,0.9968,0,5,0,5966.44
1567.62,2847.51,1.8165,0.2216,3034.04,6.5507,30.17,488,16.173,0.6004,0.7222,12.831,4,9,0,0.9684,0,7,1,2426.88
1964.3,3298.33,1.6791,0.1889,3371.42,2.2159,5.03,207,41.125,0.9989,0.9425,31.633,5,7,0,0.9885,0,1,1,2779.07
3859.21,5471.58,1.4178,0.2485,5763.32,5.3319,6.07,201,33.088,0.6873,0.902,32.618,4,11,1,1.0926,0,1,2,6427.88
3423.35,5513.64,1.6106,0.1457,5532.76,0.3468,4.96,73,14.729,1.818,0.6463,14.554,6,5,0,1.0114,0,2,1,4765.97
4321.51,5304.9,1.2276,0.1117,4271.57,-19.4789,12.05,483,40.068,0.5071,0.8223,42.889,1,11,1,1.1144,0,2,1,5433.92
3459.26,5974.5,1.7271,0.16,5384.74,-9.8713,3.83,84,21.93,0.3348,0.8316,21.704,1,10,1,1.0495,0,2,1,5088.78
3057.39,5400.36,1.7663,0.1949,6231.98,15.3993,17.25,119,6.899,0.4927,0.4827,8.858,6,4,0,0.9845,1,3,0,4668.47
921.54,1815.68,1.9703,0.1336,2127.45,17.1707,0.26,13,49.677,0.8924,0.8577,43.457,3,6,0,1.014,0,2,0,1558.77
2154.72,2954.85,1.3713,0.171,2478.78,-16.1116,14.96,327,21.857,0.3636,0.7968,26.759,3,4,0,0.966,0,1,1,2502.65
1693.41,1973.99,1.1657,0.18,2331.38,18.1051,4.65,128,27.536,0.3881,0.6993,20.933,4,10,1,1.0755,0,8,1,2273.33
1597.95,2578.72,1.6138,0.1115,2754.62,6.821,9.83,399,40.59,1.3944,0.7914,43.072,2,7,0,1.0027,0,5,2,2164.07
4878.55,8541.22,1.7508,0.2167,9984.89,16.9023,5.84,281,48.083,0.4983,0.5938,52.362,6,3,1,1.0254,0,2,0,7085.16
2268.94,4133.66,1.8218,0.2769,3970.24,-3.9534,1.1,48,43.772,1.6528,0.8472,50.921,1,12,1,1.0728,0,8,0,3689.91
4514.21,5934.73,1.3147,0.1303,4989.32,-15.9302,15.9,425,26.728,0.5164,0.831,26.776,4,8,0,0.9956,0,3,0,5191.34
3340.12,4584.29,1.3725,0.2196,4222.04,-7.9019,16.33,453,27.739,0.3436,0.4941,22.7,3,12,1,1.0945,0,3,1,3912.85
4076.65,6464.35,1.5857,0.2329,6954.82,7.5873,24.25,358,14.763,0.5979,0.7469,13.603,1,8,0,0.9989,0,7,2,5299.88
2761.87,3952.26,1.431,0.1839,4418.98,11.8089,10.18,241,23.677,0.5252,0.8792,20.441,1,3,1,1.0775,1,6,2,3460.8
3096.07,5825.05,1.8814,0.2402,4776.83,-17.9951,6.77,321,47.395,0.5238,0.877,45.095,5,7,0,0.9887,0,6,1,4834.93
2716.33,4217.63,1.5527,0.1821,4195.62,-0.5219,1.42,52,36.62,0.9467,0.5369,37.279,1,1,1,1.0923,0,9,1,4424.68
1378.59,2522.33,1.8296,0.2009,2082.81,-17.4253,166.88,264,1.582,1.0888,0.8527,1.701,6,5,0,0.962,0,6,2,2160.64
3751.03,6164.93,1.6435,0.1015,7061.59,14.5445,10.14,68,6.709,1.9959,0.9005,8.098,3,9,0,0.9839,0,9,2,5248.07
1763.48,3186.82,1.8071,0.2383,3156.66,-0.9464,0.84,39,46.267,0.8342,0.7934,57.649,4,2,0,0.9544,0,4,0,2687.26
609.42,873.16,1.4328,0.2323,1018.05,16.5929,4.3,183,42.587,1.1541,0.9756,41.631,2,3,1,1.0853,1,6,1,922.68
3404.63,6321.38,1.8567,0.1077,5255.8,-16.8568,5.32,132,24.822,0.5145,0.6982,18.696,3,4,0,0.9873,1,3,0,5239.39
1297.0,1794.25,1.3834,0.1737,1672.58,-6.7812,1.76,55,31.232,0.6352,0.8308,36.799,1,2,0,0.9626,0,7,2,1773.3
4732.06,7638.42,1.6142,0.2958,8177.81,7.0615,24.09,366,15.193,1.9157,0.9589,14.984,5,10,1,1.045,0,8,0,6469.29
4792.68,6383.4,1.3319,0.1841,5856.35,-8.2566,11.42,455,39.849,2.0184,0.9548,40.959,5,6,0,0.9634,0,2,2,6318.06
4616.89,7175.56,1.5542,0.2004,8155.91,13.6623,8.31,254,30.563,2.2116,0.9136,32.319,6,5,0,1.0064,0,6,2,6811.25
2165.71,3076.29,1.4204,0.282,3675.34,19.4733,0.11,4,35.046,0.9391,0.6232,38.576,6,5,0,0.9602,0,9,0,3178.29
569.55,784.1,1.3767,0.2435,715.49,-8.7512,3.51,68,19.371,0.5157,0.892,23.904,0,8,0,0.9811,0,8,1,690.01
4677.43,9223.61,1.9719,0.2164,8711.06,-5.5569,2.31,51,22.091,0.6766,0.7034,28.085,4,6,0,0.9826,0,0,0,7754.46
2426.83,3121.05,1.2861,0.2596,3704.5,18.6938,41.52,464,11.176,0.8488,0.8494,14.128,3,1,1,1.0909,0,1,0,3313.79
4849.95,8823.15,1.8192,0.2729,8322.21,-5.6776,6.91,328,47.455,0.7538,0.8095,56.266,1,1,1,1.0993,0,6,1,7385.68
4836.29,9607.48,1.9865,0.1914,9822.64,2.2395,2.05,97,47.381,1.0583,0.9501,58.447,6,10,1,1.0371,0,1,1,8216.41
4338.54,5062.72,1.1669,0.195,5607.95,10.7697,3.9,160,41.07,1.4559,0.7133,29.972,2,10,1,1.0564,0,6,0,5777.45
1825.02,3183.15,1.7442,0.1772,3104.65,-2.4662,8.65,405,46.842,0.5978,0.5982,56.654,5,5,0,0.9586,0,0,2,2565.86
2232.94,3047.91,1.365,0.2933,2892.6,-5.0957,13.93,468,33.601,2.6084,0.562,24.978,1,12,1,1.0915,0,2,0,3443.31
4330.12,5128.65,1.1844,0.2394,5119.6,-0.1765,39.21,490,12.498,1.0379,0.906,14.344,1,3,1,1.0223,1,4,2,5299.38
1926.15,2874.69,1.4925,0.1166,3196.11,11.1808,7.06,270,38.25,1.9718,0.8519,30.662,3,12,1,1.0819,1,5,1,2470.05
1262.72,2455.9,1.9449,0.2726,2271.38,-7.5135,3.78,64,16.939,1.2358,0.9629,15.517,5,8,0,0.9836,0,8,1,2084.7
3005.61,3486.5,1.16,0.1961,3278.44,-5.9677,14.44,326,22.584,2.9391,0.907,18.304,2,11,1,1.0244,0,8,2,3855.12
4712.7,7774.55,1.6497,0.1138,6807.83,-12.4344,28.11,406,14.443,0.559,0.7693,13.953,5,2,0,0.9709,0,2,0,6744.1
3632.13,5724.92,1.5762,0.2099,6186.62,8.0647,11.12,242,21.757,0.7735,0.9709,20.605,0,5,0,1.0112,0,7,1,4761.08
3065.28,5800.66,1.8924,0.1834,6727.48,15.978,10.67,366,34.287,0.7748,0.8546,24.989,5,12,1,1.1198,0,3,2,5104.13
937.29,1144.81,1.2214,0.2755,1000.9,-12.5704,40.65,261,6.42,1.0957,0.6789,7.693,5,6,0,0.9911,0,6,2,1189.46
3267.53,5650.53,1.7293,0.1408,4598.61,-18.6164,34.28,211,6.155,1.0649,0.8713,7.463,3,3,1,1.0324,0,5,0,4946.54
4955.24,8563.12,1.7281,0.2653,8156.44,-4.7492,12.78,441,34.505,1.2146,0.5992,40.457,5,8,0,0.9807,0,7,2,7381.02
1130.38,1942.8,1.7187,0.2115,1872.98,-3.5938,3.9,153,39.199,1.0725,0.7107,47.375,4,8,0,0.9696,0,5,2,1675.16
2832.48,5526.13,1.951,0.1109,5848.56,5.8345,8.31,233,28.022,1.3214,0.9127,32.24,2,6,0,0.9802,0,3,0,4589.84
4448.18,8227.46,1.8496,0.2944,6863.65,-16.5764,14.04,139,9.9,0.7851,0.8848,12.499,0,9,0,0.9535,0,1,1,6788.27
3833.46,4545.24,1.1857,0.2025,5129.76,12.8599,15.02,332,22.107,1.2634,0.8456,23.12,0,3,1,1.0855,0,6,1,5488.84
3636.57,5638.21,1.5504,0.1582,5805.08,2.9595,12.95,494,38.151,4.0857,0.6608,40.042,2,3,1,1.046,0,3,1,5045.72
3661.18,5448.79,1.4883,0.1939,5548.98,1.8388,3.29,114,34.601,1.0023,0.8737,42.073,4,8,0,1.0133,0,8,2,5448.66
2117.71,2993.65,1.4136,0.2716,2773.75,-7.3455,57.65,368,6.383,0.4857,0.6716,5.807,6,12,1,1.0256,0,8,2,2703.35
1821.16,2793.0,1.5336,0.161,2642.48,-5.3893,6.85,332,48.488,0.7308,0.7617,35.399,1,10,1,1.0833,0,6,0,2426.78
4142.13,6116.12,1.4766,0.1385,5028.49,-17.7829,10.8,129,11.945,0.7947,0.5685,13.736,3,4,0,0.987,0,4,2,5080.72
4145.51,6290.74,1.5175,0.1258,6929.27,10.1502,35.17,415,11.799,0.6421,0.8808,10.062,6,10,1,1.0289,1,2,2,5356.71
4401.83,8726.06,1.9824,0.1596,9091.63,4.1895,7.52,177,23.533,1.063,0.6102,23.169,4,1,1,1.0555,0,2,1,7221.76
4609.58,5648.3,1.2253,0.256,6724.7,19.0571,5.52,94,17.035,1.4911,0.909,14.382,5,8,0,0.9726,0,8,2,6351.23
2801.04,5416.92,1.9339,0.1943,5099.62,-5.8575,6.42,316,49.215,0.522,0.8791,58.874,0,8,0,0.9547,0,8,2,4605.42
2756.82,4295.69,1.5582,0.1455,4581.34,6.6497,82.98,394,4.748,0.4286,0.8939,6.054,5,5,0,0.9549,0,3,2,3784.65
4092.33,6875.85,1.6802,0.1332,8029.74,16.7818,6.24,100,16.016,3.4452,0.7992,11.74,4,11,1,1.1189,1,0,0,5887.38
3424.84,6355.32,1.8557,0.1665,6893.44,8.4672,9.87,195,19.753,0.6257,0.8901,16.593,1,12,1,1.0536,0,9,2,5128.28
3658.85,5328.73,1.4564,0.288,4348.9,-18.3876,11.48,289,25.179,2.0273,0.5539,20.489,5,12,1,1.0675,0,4,0,5295.87
4081.07,6186.32,1.5159,0.1686,6513.54,5.2895,114.75,207,1.804,1.4631,0.9671,1.991,4,2,0,0.9547,1,7,1,5246.52
4505.02,6748.93,1.4981,0.2976,6871.47,1.8156,18.67,94,5.036,0.7395,0.9936,4.82,4,7,0,0.9502,0,9,2,6009.11
2020.98,2967.85,1.4685,0.197,2967.03,-0.0275,34.62,472,13.633,0.6744,0.6574,13.275,5,4,0,0.9929,0,3,0,2489.81
2190.12,4241.61,1.9367,0.1358,4331.61,2.1218,3.62,102,28.146,0.7391,0.5398,22.355,0,8,0,0.9932,0,9,1,3463.82
922.92,1711.64,1.8546,0.2782,1684.64,-1.5774,0.18,7,38.621,0.8017,0.8314,36.645,4,11,1,1.0624,1,9,2,1506.53
3102.26,3855.02,1.2426,0.1921,4150.83,7.6733,3.9,135,34.638,1.3629,0.872,30.549,5,10,1,1.0351,0,3,0,4296.73
661.74,821.82,1.2419,0.2419,662.36,-19.4035,3.37,97,28.784,0.4984,0.8584,30.705,3,11,1,1.039,1,8,0,761.0
2595.19,3928.31,1.5137,0.2967,3438.94,-12.4576,19.45,398,20.464,1.8982,0.5998,16.992,2,6,0,0.9748,0,8,1,3355.12
2941.9,3629.89,1.2339,0.11,3434.44,-5.3846,5.95,260,43.664,0.7265,0.8554,46.672,5,7,0,1.0044,1,6,2,3403.48
1789.44,2999.5,1.6762,0.1193,2942.71,-1.8933,6.21,146,23.529,0.4811,0.9374,21.803,6,10,1,1.1042,0,9,2,2544.76
3158.75,4018.37,1.2721,0.2441,3424.43,-14.7805,29.18,457,15.663,1.0969,0.865,14.219,0,11,1,1.0729,0,7,2,3990.38
637.25,1015.79,1.594,0.1564,1145.87,12.8058,12.31,392,31.837,3.326,0.8934,28.123,2,2,0,0.9774,0,3,0,890.18
668.07,772.38,1.1561,0.1369,905.04,17.1757,5.27,184,34.914,0.6572,0.9144,38.555,4,5,0,0.9706,1,7,2,829.2
4201.7,5962.67,1.4191,0.1079,6561.83,10.0486,21.29,437,20.525,1.0666,0.5091,21.294,1,4,0,1.0081,0,5,0,5159.99
2120.86,3659.78,1.7256,0.1044,4287.53,17.1527,173.18,412,2.379,1.0733,0.8802,2.881,5,3,1,1.109,1,2,0,3116.37
1071.77,1673.5,1.5614,0.2549,1836.31,9.7289,88.91,499,5.612,2.5668,0.8423,4.742,5,7,0,0.9803,1,6,1,1456.72
2850.09,5647.55,1.9815,0.1269,5514.39,-2.3578,5.44,231,42.434,0.6254,0.7982,30.726,0,1,1,1.0455,0,2,0,4823.08
3964.97,7505.64,1.893,0.1935,7184.8,-4.2747,26.52,100,3.771,1.597,0.8192,3.051,4,6,0,0.9675,1,6,1,6310.64
1471.19,2140.9,1.4552,0.2212,1855.22,-13.344,4.87,146,30.009,0.4908,0.8611,27.189,4,11,1,1.1049,0,4,1,2031.82
3303.01,3926.16,1.1887,0.1857,3276.69,-16.5421,20.4,204,10.002,1.1176,0.6203,8.079,1,3,1,1.1024,1,3,2,3798.46
884.06,1652.12,1.8688,0.1054,1466.83,-11.2153,3.68,45,12.217,1.4455,0.8547,9.164,4,7,0,0.992,0,2,1,1403.01
732.57,1409.86,1.9245,0.2567,1427.99,1.2854,7.16,103,14.393,1.652,0.9019,13.921,3,9,0,0.9934,0,7,2,1232.5
2891.1,5341.4,1.8475,0.1021,4561.44,-14.6021,116.47,335,2.876,0.5045,0.6378,3.182,6,3,1,1.053,1,3,1,4484.24
2932.86,3691.76,1.2588,0.2524,4357.99,18.0465,45.95,445,9.685,0.3655,0.8161,11.146,1,1,1,1.0792,0,7,0,3747.32
3368.43,6730.9,1.9982,0.2787,5973.01,-11.2599,6.72,221,32.874,0.906,0.6795,30.877,0,3,1,1.0995,0,9,2,5765.2
3767.41,5160.59,1.3698,0.1866,5849.28,13.3453,17.42,443,25.437,0.7521,0.5399,25.102,0,9,0,0.9533,0,2,0,4332.52
4891.33,8636.01,1.7656,0.2071,9737.34,12.7528,2.92,117,40.069,0.4918,0.7316,46.211,2,10,1,1.0602,0,9,2,7588.71
2823.35,5426.0,1.9218,0.1954,4647.27,-14.3518,1.0,4,4.001,0.5206,0.9547,3.647,3,4,0,1.0101,0,8,0,4697.57
1953.3,2637.61,1.3503,0.1778,2859.96,8.4297,9.34,416,44.556,0.7874,0.9449,52.169,5,12,1,1.0491,0,5,1,2600.2
4078.34,7838.65,1.922,0.2775,8854.89,12.9646,4.21,210,49.824,2.3504,0.8413,63.795,3,11,1,1.0898,0,4,2,7839.41
1718.75,2428.69,1.4131,0.2788,2802.01,15.3715,30.49,54,1.771,0.5402,0.8305,2.176,6,3,1,1.0872,1,4,2,2261.79
2475.37,4901.11,1.98,0.1672,5791.12,18.1592,0.37,18,48.414,1.5617,0.8861,47.066,0,7,0,0.9502,0,2,2,4198.97
853.05,1184.95,1.3891,0.223,1388.81,17.2041,31.85,400,12.557,0.4792,0.659,13.156,4,12,1,1.0827,0,1,1,1117.82
614.08,1203.85,1.9604,0.2854,1112.91,-7.5545,2.49,87,34.935,0.686,0.9949,39.471,6,7,0,0.9866,0,5,0,1049.06
4831.92,5776.62,1.1955,0.2924,5239.76,-9.2938,16.05,246,15.332,0.4648,0.5959,13.945,5,4,0,1.0009,0,0,1,5556.71
4261.91,7470.62,1.7529,0.2018,7164.42,-4.0988,4.37,116,26.569,2.9635,0.6379,31.339,3,9,0,0.9659,0,6,1,6436.43
3631.88,5819.35,1.6023,0.1906,5737.89,-1.3997,18.26,475,26.011,1.6132,0.8627,25.026,3,9,0,1.0093,0,4,1,4953.26
2340.29,3641.95,1.5562,0.1557,3254.28,-10.6446,9.04,169,18.694,1.42,0.8155,22.585,4,2,0,0.9684,0,3,0,3080.52
1279.82,1714.93,1.34,0.2918,1430.99,-16.5567,13.39,484,36.16,1.3843,0.9339,30.839,6,7,0,0.9814,0,8,1,1693.33
1203.97,2106.65,1.7498,0.1286,2238.6,6.2635,4.9,149,30.382,0.6679,0.8291,21.475,1,8,0,0.9758,0,9,2,1757.32
1626.09,2133.74,1.3122,0.216,1855.71,-13.0304,11.35,294,25.906,1.018,0.7272,27.968,4,8,0,1.0099,0,0,1,1944.5
2971.52,4813.61,1.6199,0.1565,5612.48,16.596,4.21,207,49.159,0.5929,0.806,47.74,2,10,1,1.0304,0,3,0,4036.35
3715.68,5072.87,1.3653,0.1558,4642.05,-8.4926,8.07,380,47.06,3.8462,0.8831,34.632,2,1,1,1.0712,0,2,2,5479.17
3470.89,6810.85,1.9623,0.181,5987.24,-12.0926,10.08,482,47.816,0.5699,0.7622,47.461,5,2,0,0.975,0,5,0,5824.97
1759.7,2066.48,1.1743,0.2998,1813.68,-12.2337,6.38,282,44.185,0.6503,0.856,35.398,0,8,0,1.005,0,4,1,2169.66
4796.89,6330.79,1.3198,0.111,5797.66,-8.4213,24.51,331,13.503,2.2296,0.6412,14.554,1,7,0,0.965,0,6,0,5516.43
3820.54,5180.51,1.356,0.2157,5412.94,4.4866,9.53,173,18.149,0.949,0.774,17.55,3,7,0,1.0159,0,0,2,5445.68
2994.59,4497.75,1.502,0.1165,5358.29,19.1327,10.23,126,12.322,1.3525,0.7521,9.89,5,1,1,1.0599,0,4,0,4129.08
3252.74,4384.11,1.3478,0.1309,4360.03,-0.5493,3.14,155,49.323,0.9601,0.8431,46.717,0,2,0,0.9824,0,1,2,4334.15
2388.2,3743.85,1.5676,0.1879,3893.13,3.9871,21.11,179,8.48,0.7084,0.7147,7.12,0,2,0,1.0066,0,1,2,3080.28
1614.79,3054.53,1.8916,0.2021,3473.12,13.704,23.63,448,18.959,0.7088,0.7053,20.701,5,3,1,1.1094,0,1,1,2706.37
2101.88,3689.33,1.7553,0.1518,3444.41,-6.6385,39.24,422,10.753,1.5393,0.9217,9.431,5,3,1,1.0397,0,8,1,3078.58
3910.31,6424.51,1.643,0.1633,5601.85,-12.8049,31.55,377,11.949,1.1204,0.9121,14.258,3,3,1,1.0876,0,9,2,5322.44
564.77,692.21,1.2257,0.1174,673.84,-2.6549,30.59,401,13.107,1.8249,0.3923,9.286,3,12,1,1.0293,0,2,0,649.98
1022.33,1778.74,1.7399,0.1606,1649.74,-7.2523,2.66,86,32.344,1.8134,0.838,30.47,4,4,0,0.9999,0,3,2,1461.21
707.01,913.07,1.2915,0.2933,1046.79,14.6452,85.69,405,4.726,1.3344,0.4713,5.058,6,4,0,1.0102,0,4,1,987.84
683.28,1242.48,1.8184,0.2889,1480.02,19.1176,11.12,323,29.054,1.6885,0.8135,20.732,2,9,0,0.9618,0,3,0,1060.99
4349.57,5926.5,1.3625,0.167,6372.93,7.5327,12.03,495,41.145,1.3081,0.8142,34.13,3,3,1,1.0938,0,3,2,6666.57
3666.46,5516.16,1.5045,0.2142,5855.43,6.1504,6.9,266,38.56,1.2095,0.9823,34.567,4,3,1,1.0617,0,4,1,5809.94
2633.78,3813.45,1.4479,0.2819,4140.22,8.5688,9.63,81,8.407,0.8505,0.767,5.995,6,9,0,1.0075,0,9,2,4036.37
940.25,1767.67,1.88,0.1012,1744.81,-1.2934,1.37,63,45.822,0.4291,0.7929,47.106,2,4,0,1.005,0,8,2,1459.61
2712.27,3410.85,1.2576,0.2621,3586.57,5.1518,3.05,118,38.734,0.7281,0.6545,41.776,1,6,0,0.9575,0,8,2,3776.01
2630.62,4290.02,1.6308,0.2897,3554.3,-17.1496,392.91,495,1.26,2.0618,0.8343,1.054,1,10,1,1.0522,0,5,0,3633.03
1279.41,1625.81,1.2708,0.1183,1621.55,-0.262,12.23,454,37.131,1.1551,0.7973,38.1,1,5,0,0.9821,0,2,1,1490.3
2452.33,4289.32,1.7491,0.1323,4001.7,-6.7053,9.16,340,37.134,0.8179,0.6305,48.254,3,11,1,1.0921,0,5,1,3691.61
2293.27,4401.51,1.9193,0.2921,3614.84,-17.8728,12.31,312,25.344,1.8237,0.8657,31.228,2,12,1,1.0358,0,9,2,3821.89
3271.33,4970.51,1.5194,0.2075,5059.53,1.7911,49.8,162,3.253,0.7994,0.9257,2.392,5,10,1,1.0836,0,3,2,4676.46
3357.92,5254.74,1.5649,0.1028,4961.01,-5.5897,9.93,292,29.415,1.4246,0.841,22.848,6,3,1,1.0865,1,2,2,4384.55
703.87,1364.31,1.9383,0.1515,1413.76,3.6246,4.59,177,38.522,1.9442,0.9755,38.392,2,8,0,0.9628,0,5,0,1169.87
2185.76,3481.57,1.5928,0.19,3499.92,0.5272,26.34,376,14.273,1.3548,0.8048,12.091,1,11,1,1.0689,0,5,1,2927.37
3316.37,5188.32,1.5645,0.2386,4723.91,-8.9512,0.86,29,33.686,1.7004,0.6628,25.217,0,5,0,1.013,0,1,2,5436.47
2764.11,4537.51,1.6416,0.2466,4610.08,1.5993,21.81,400,18.342,1.2666,0.7618,15.641,2,8,0,0.9528,0,8,1,3733.15
4354.2,7558.22,1.7358,0.2991,7191.72,-4.849,5.49,160,29.119,0.3858,0.6396,21.452,2,12,1,1.0475,0,7,2,6585.07
3464.12,4298.46,1.2409,0.1575,5022.52,16.8446,20.11,399,19.844,1.9259,0.6573,20.2,4,6,0,0.9649,0,5,1,3993.21
1233.2,2278.89,1.8479,0.2076,2165.53,-4.9747,25.06,398,15.884,1.4936,0.5569,15.791,1,9,0,1.0171,0,0,2,1894.72
817.56,1242.84,1.5202,0.2067,1014.23,-18.394,9.22,396,42.94,0.8588,0.5493,30.221,6,2,0,0.9966,1,1,0,1098.56
3390.89,4108.05,1.2115,0.1811,4541.15,10.5429,12.81,486,37.938,0.7455,0.7677,37.54,0,7,0,0.9691,0,3,2,4164.07
619.3,1126.05,1.8183,0.1338,1334.9,18.5473,0.11,2,17.927,1.0637,0.8527,18.14,4,10,1,1.0864,0,6,2,1138.74
3135.99,4611.18,1.4704,0.2955,4001.37,-13.2246,1.03,23,22.297,0.549,0.6315,23.711,0,4,0,0.9653,0,8,2,4379.27
4731.04,5844.31,1.2353,0.2707,6949.54,18.9113,11.64,406,34.893,1.6023,0.7659,44.736,5,10,1,1.0632,0,9,2,6755.85
3089.63,5217.5,1.6887,0.1997,5462.09,4.6878,1.42,58,40.743,0.9273,0.8082,52.543,0,7,0,0.9973,0,4,2,4718.16
2246.76,4264.61,1.8981,0.2206,4857.2,13.8954,6.83,236,34.533,0.6379,0.7907,35.091,5,9,0,0.9897,0,9,1,3723.58
3394.8,6465.7,1.9046,0.1455,6395.6,-1.0842,8.69,239,27.506,1.3941,0.9455,33.202,0,10,1,1.0902,0,1,1,5526.39
2562.14,5032.07,1.964,0.2088,5278.69,4.9009,6.49,310,47.765,1.2679,0.795,35.876,3,12,1,1.0681,0,0,0,4322.11
